Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Page,250,146,115,246,289,443,81,1166,0.000%,2.50539,28.31,0.33
Login Credentials,250,808,651,1488,1657,2789,174,2962,0.000%,2.51208,95.33,0.77
Navigate UI,250,373,339,686,782,1010,116,1037,0.000%,2.51443,45.95,1.09
RepGET,250,7885,8416,10391,10606,11198,2373,11307,0.000%,2.45343,10956.24,1.50
TOTAL,1000,2303,471,8934,9845,10685,81,11307,0.000%,9.71893,11014.46,3.60
