Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Page,750,168,103,314,510,758,82,980,0.000%,19.03312,220.62,2.47
Login Credentials,750,1190,628,2885,3463,4833,231,6246,0.000%,19.12582,723.34,5.85
Sessions Internal APIs,750,1456,729,3424,4245,5910,195,8740,0.000%,19.14047,905.81,7.38
TOTAL,2250,938,426,2754,3463,5033,82,8740,0.000%,56.34014,1816.69,15.42
