Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Page,500,127,104,212,259,318,83,483,0.000%,21.77321,246.02,2.83
Login Credentials,500,413,375,640,717,838,204,877,0.000%,22.02158,835.71,6.73
Navigate UI,500,250,213,414,452,603,120,760,0.000%,22.11704,404.14,9.61
AppopintRepGET,500,726,642,1169,1320,1599,228,1897,0.000%,22.02352,1870.55,11.14
TOTAL,2000,379,299,798,1023,1350,83,1897,0.000%,84.88244,3235.21,29.20
