Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Page,250,141,118,221,269,354,83,560,0.000%,12.49188,141.15,1.62
Login Credentials,250,385,366,537,583,796,188,1009,0.000%,12.69938,481.94,3.88
Navigate UI,250,217,200,291,345,513,114,638,0.000%,13.20725,241.34,5.74
AppopintRepGET,250,550,517,746,834,1682,249,1958,0.000%,13.15859,1117.59,6.66
TOTAL,1000,323,282,579,681,878,83,1958,0.000%,48.33019,1842.03,16.63
