Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Page,500,116,99,162,214,324,83,405,0.000%,20.70565,239.91,2.69
Login Credentials,500,749,665,1231,1458,1806,244,2826,0.000%,20.71852,783.57,6.33
Locations Internal APIs,500,651,525,1254,1457,1802,140,2602,0.000%,20.80819,73.13,8.05
TOTAL,1500,505,417,1102,1330,1755,83,2826,0.000%,60.65017,1069.89,16.62
